10539	14448
10541	14550
10348	14546
10362	14659
11421	15391
11381	15432
11382	15548
11336	15595
11431	15599
11482	15588
11506	15629
11505	15676
11468	15709
11425	15738
11373	15735
11398	15687
11557	15673
11599	15697
11633	15605
11682	15618
11688	15567
11647	15554
11608	15530
11592	15576
11561	15536
11645	15503
11692	15505
11727	15535
11736	15584
11848	15507
11809	15528
11774	15555
11946	15660
11984	15637
11991	15593
11940	15604
11992	15266
11997	15214
11986	15109
11978	15062
11977	14900
11939	14880
11898	14855
11888	14903
11841	14926
11806	14901
11728	14844
11762	14805
11700	14604
11667	14640
11660	14690
11674	14739
11645	14790
11612	14836
11596	14893
11552	14906
11260	14808
11203	14827
11151	14689
11094	14650
11085	14737
11139	14768
11207	14755
11134	14843
11331	14832
11308	14769
11357	14750
11354	14696
11360	14629
11411	14659
11724	14361
11728	13753
11734	13825
11801	13812
11853	13844
11877	13790
11831	13758
11913	13744
11906	13886
11847	13910
11779	13882
11769	13947
11762	14014
11727	14072
11558	14202
11481	14185
11494	14262
11675	14303
11646	14228
11556	14123
11555	14059
11506	14001
11523	13926
11573	13872
11597	13801
11646	13838
11623	13738
11676	13775
11666	14029
11627	14088
11631	14166
11702	14125
11729	14181
11731	14241
11754	14300
11803	14237
11838	14293
11873	14237
11931	14248
11980	14228
11965	14179
11908	14182
11997	14132
11986	14077
11932	14069
11934	14128
11874	14069
11807	14074
11834	14023
11831	13968
11901	13960
11945	13933
11987	13973
11967	14018
11910	14021
11866	14128
11836	14179
11790	14136
11689	14496
11681	14550
11744	14558
11760	14619
11729	14662
11722	14712
11725	14756
11698	14797
11676	14846
11644	14871
11653	14917
11700	14901
11697	14953
11713	14996
11714	15036
11691	15072
11780	15111
11826	15096
11834	15049
11819	15008
11848	14973
11891	14960
11935	14938
11975	14958
11982	15007
11931	14992
11929	15038
11880	15018
11643	15084
11567	15030
11605	15050
11581	15088
11523	15019
11521	14960
11565	14975
11594	14941
11609	14999
11635	14963
11667	14999
11651	15034
11878	15075
11936	15092
11905	15121
11862	15133
11891	15173
11849	15185
11830	15227
11840	15272
11993	15160
11942	15149
11820	15149
11770	15153
11792	15196
11746	15200
11709	15171
11859	15324
11957	15361
11932	15391
11895	15420
11943	15438
11991	15447
11986	15399
11978	15313
11684	15387
11610	15179
11585	15225
11563	15272
11442	15169
11475	15216
11429	15227
11378	15241
11381	15189
11352	15132
11311	15175
11333	15236
11413	15283
11355	15300
11302	15307
11245	15289
11234	15342
11056	15323
11117	15309
11178	15306
11173	15365
11227	15405
11222	15463
11259	15503
11277	15440
11211	15529
11129	15584
11150	15546
11153	15494
11163	15431
11106	15433
11105	15371
10948	15236
10996	15805
11026	15841
11072	15827
11071	15871
11101	15914
11135	15947
11121	15986
11078	15965
11176	15961
11225	15959
11204	15917
11222	15880
11223	15836
11212	15795
11125	15861
11164	15827
11178	15866
11157	15910
11266	15852
11266	15801
11311	15805
11312	15850
11342	15887
11328	15976
11376	15977
11364	15937
11319	15933
11293	15899
11251	15911
11278	15954
11317	15529
11324	15479
11376	15489
11424	15498
11446	15544
11502	15539
11584	15485
11588	15420
11585	15368
11587	15321
11537	15315
11496	15324
11447	15333
11395	15344
11351	15374
11326	15419
11292	15372
6583	8814
6669	8795
6702	8822
6666	8843
6631	8819
6612	8855
6571	8859
6569	8909
6520	8921
6523	8877
6491	8847
6415	8735
6384	8695
6435	8686
6409	8641
6392	8548
6353	8526
6312	8546
6269	8470
6313	8494
6277	8515
6237	8511
6212	8482
6255	8556
6277	8591
6526	8663
6569	8648
6610	8662
6520	8612
6488	8617
6448	8616
6472	8655
6485	8693
6464	8735
6449	8825
6434	8869
6390	8877
6395	8831
6360	8802
6350	8848
6321	8886
6355	8918
6383	8953
6421	8921
6429	8965
6468	8938
6477	8893
6408	8783
6452	8781
6551	8787
6579	8749
6796	8588
6774	8550
6814	8545
6778	8506
6503	8303
6514	8349
6549	8317
6581	8291
6670	8199
6557	8001
6577	8048
6621	8034
6679	8026
6724	8015
6774	8020
6820	8013
7325	8232
7284	8210
7307	8168
7357	8179
7402	8172
7431	8142
7427	8103
7425	8066
7430	8022
7376	8088
7380	8128
7340	8132
7529	8211
7573	8214
7609	8211
7648	8218
7692	8233
7731	8209
7870	8369
7922	8378
